Inst.  Date     Time      X   Y  Dist. Counts   Geog.Pos.    Geomag.Pos.    MLT
WIC_2004_0211_11:48:12  219  80  52361  7109 -53.56 154.65 -64.12 241.63  23.01
WIC_2004_0211_20:38:13   43  77  33460  2923 -54.51  69.28 -62.37 116.39  23.26
WIC_2004_0211_21:56:48  107 122  42855  3416 -57.86  68.33 -64.79 111.43   0.22
WIC_2004_0212_12:21:54  158  65  43884  3440 -51.15 145.36 -63.16 227.42  22.69
WIC_2004_0212_14:03:16  181  81  50423  3872 -54.02 124.15 -68.49 195.83  22.43
WIC_2004_0212_15:42:33  180  84  52536  4992 -55.35  99.24 -68.67 154.01  21.09
WIC_2004_0213_15:59:44  162  64  38702  3741 -54.95  74.89 -63.88 122.03  19.20
WIC_2004_0213_18:18:19  168  87  49849  2962 -54.51  78.47 -64.25 126.67  21.70
WIC_2004_0214_20:43:41  101 108  40525  1455 -57.55  74.41 -65.88 118.29  23.49
WIC_2004_0215_15:16:57  207  86  52446  2063 -54.11 112.33 -68.58 176.13  22.20
WIC_2004_0216_11:23:14   78  43  18625  2854  70.78 195.41  68.19 245.51  22.78
WIC_2004_0216_15:13:25  101  81  39174  1829 -56.12 133.68 -70.11 212.01   0.54
WIC_2004_0216_20:00:56  188 113  52258  2003 -65.34  65.54 -69.46  97.23  21.40
WIC_2004_0217_20:20:08   98 138  43400  1169 -54.25  98.58 -67.50 154.10   1.51
WIC_2004_0218_15:53:22  186 101  50191  2126 -55.06 128.98 -69.36 203.89   0.54
WIC_2004_0219_10:34:49   94  63  18153  1627  71.28 215.14  71.82 259.62  22.86
WIC_2004_0219_17:14:36  159  99  51302  2391 -54.28 102.21 -67.98 159.66  22.88
WIC_2004_0219_18:41:28  173 107  52518  3577 -56.74  86.40 -67.75 133.90  22.57
WIC_2004_0220_18:27:38   85  86  36301  2155 -60.19  87.39 -70.90 130.12  22.11
WIC_2004_0221_08:54:50  147  85  37984  1893 -67.00 195.66 -67.08 304.59   0.25
WIC_2004_0221_13:23:44  177  87  52512  3378 -52.69 138.12 -65.83 217.69  23.14
WIC_2004_0221_22:22:03    2 163  31470  3871 -57.01  80.87 -66.85 126.53   1.70
WIC_2004_0222_08:28:04   67 103  32650  1435  56.15 255.13  65.09 316.25   0.61
WIC_2004_0222_12:26:27  134  23  29920  4266 -53.94 116.81 -68.51 183.65  19.80
WIC_2004_0222_19:28:22  181 120  50290  2583 -54.19  89.19 -66.00 140.66  23.80
WIC_2004_0223_02:16:22   70  96  25629  4333 -80.92 283.19 -65.52   9.32  21.81
WIC_2004_0223_17:37:15   66  77  36277  4175 -54.06 101.71 -67.71 159.07  23.23
WIC_2004_0223_21:14:25  168 133  51889  1864 -62.90  70.81 -69.07 106.43  23.26
WIC_2004_0224_06:47:55  124  40  26317  5888 -63.32 184.90 -66.64 288.68  21.13
WIC_2004_0224_09:31:16  172  85  46358  4265 -60.03 177.34 -65.50 276.03  22.91
WIC_2004_0224_12:37:26  181  85  52486  5149 -54.03 143.98 -66.49 227.07  22.89
WIC_2004_0224_22:56:22  141 125  42314  6201 -70.24  33.16 -65.79  66.39  22.27
WIC_2004_0225_16:11:02  162  99  52172  1458 -55.21 111.12 -69.68 173.43  22.75
WIC_2004_0225_18:35:49  186 108  50380  1439 -60.18  78.05 -68.77 118.60  21.50
WIC_2004_0226_16:34:16   81  57  34540  3125 -55.62 104.43 -69.56 161.97  22.36
WIC_2004_0227_09:46:46  182 105  50190  2827 -66.44 200.66 -65.42 307.67   1.26
WIC_2004_0228_13:07:45  138  75  46272  2340 -52.13 146.08 -64.10 228.96  23.57
WIC_2004_0228_14:38:44  153  89  51121  2090 -51.98 134.03 -65.52 211.29  23.93
WIC_2004_0229_17:14:12  142  85  44574  1836 -57.69  90.88 -69.46 138.74  21.50
WIC_2004_0301_07:10:13  169  86  42971  3183 -66.88 194.13 -67.36 303.13  22.47
WIC_2004_0301_07:10:13  169  86  42971  3183 -66.59 196.73 -66.49 304.75  22.58
WIC_2004_0301_22:47:35  172 119  49086  2617 -68.26  23.11 -62.92  62.54  21.93
WIC_2004_0302_12:58:04  166  76  48900  3308 -54.62 140.57 -67.62 222.30  22.93
WIC_2004_0303_01:35:29  150 136  41343  2488 -78.60   7.41 -67.15  41.85  23.34
WIC_2004_0303_15:25:14  122  53  38661  4438 -56.51 100.46 -69.96 154.66  20.79
WIC_2004_0303_17:49:59  141 109  50100  2081 -53.67 105.06 -67.65 164.63  23.86
WIC_2004_0304_05:12:54  139  95  35316  1881 -77.87 229.69 -68.03 345.68  23.31
WIC_2004_0304_07:08:41  184  89  46965  2250 -66.89 190.31 -68.31 299.96  22.23
WIC_2004_0304_22:47:58  179 140  51251  1843 -76.32  47.97 -71.74  62.37  21.95
WIC_2004_0305_23:37:46   80 113  32900  2013 -74.15  26.09 -66.92  56.68  22.39
WIC_2004_0306_01:08:44  160 138  43640  1884 -77.46  19.55 -67.93  48.46  23.35
WIC_2004_0307_05:10:47  168 110  41117  2047 -81.24 230.43 -70.16 353.05  23.77
WIC_2004_0307_18:25:17   35  68  33738  5934 -57.41  87.18 -68.49 134.04  22.44
WIC_2004_0307_20:29:19  139 112  46754  2262 -63.99  65.74 -68.62  99.82  22.19
WIC_2004_0309_12:56:08   25  43  32078  5580 -54.34 159.42 -63.98 248.49   0.62
WIC_2004_0309_13:51:57  107  34  39503  3240 -49.99 119.15 -64.21 188.48  21.61
WIC_2004_0309_14:27:05  118  44  43135  7612 -49.80 112.53 -63.97 178.46  21.51
WIC_2004_0309_16:10:28  139  82  50199  5287 -47.83 112.14 -61.84 178.61  23.06
WIC_2004_0310_04:04:16  153  77  39312  7331 -72.61 246.74 -61.15 346.34  22.23
WIC_2004_0310_04:43:33  152  96  43363  5534 -74.34 262.34 -60.69 355.81  23.51
WIC_2004_0310_18:08:19   67  88  38138  1710 -54.82  98.50 -68.05 153.42  23.47
WIC_2004_0310_18:55:51   99  90  43207  2192 -56.72  81.66 -66.77 127.86  22.56
WIC_2004_0311_07:47:32  103  46  33497  5433 -66.79 200.16 -65.82 307.85  23.41
WIC_2004_0311_10:01:54  160  62  47341  3785 -58.13 167.62 -66.01 262.58  22.52
WIC_2004_0311_23:57:38  159 103  46222  4668 -70.77 356.37 -60.53  43.65  21.90
WIC_2004_0312_12:24:28  105  13  34780  7171 -54.34 128.05 -68.63 202.27  20.95
WIC_2004_0312_14:59:30  151  64  49113  3025 -51.43 109.92 -65.63 173.71  21.66
WIC_2004_0313_18:03:21   93  80  42985  2793 -54.28  90.58 -66.32 142.48  22.68
WIC_2004_0314_07:48:42  148  48  40062  4225 -62.18 183.28 -66.02 285.28  21.93
WIC_2004_0315_11:48:16  109  21  36675  3723 -55.38 134.09 -69.26 212.43  20.99
WIC_2004_0316_16:25:00   69  59  37919  2160 -52.99 108.61 -67.21 170.76  22.79
WIC_2004_0318_10:55:10   75  50  36322  3871 -60.67 176.30 -66.36 275.82   0.31
WIC_2004_0318_13:07:27  147  74  48476  1608 -56.62 148.51 -68.50 235.65  23.95
WIC_2004_0319_16:25:28   90  76  43247  2367 -54.43 112.48 -68.93 176.19  23.16
WIC_2004_0320_04:27:22   68   6  25209  5216 -69.24 209.99 -65.49 319.33  20.86
WIC_2004_0321_09:53:20  110   3  34762 11828 -56.07 151.52 -67.36 239.46  20.88
WIC_2004_0322_00:59:03  144 105  41054  2391 -80.07 354.28 -66.86  35.04  22.43
WIC_2004_0322_14:29:43   50  41  35916  2582 -54.28 124.55 -68.76 196.48  22.70
WIC_2004_0322_16:21:18  110  84  46957  1237 -53.16 116.57 -67.67 183.53  23.58
WIC_2004_0323_05:35:25  161  54  41920  1723 -68.92 200.84 -67.35 312.21  21.53
WIC_2004_0323_19:51:30  128  73  42182  2007 -68.61  42.99 -66.63  75.00  20.06
WIC_2004_0324_23:11:20   54 130  33953  1343 -68.30  49.43 -67.73  79.79  23.67
WIC_2004_0325_14:45:54   85  74  43328  2364 -54.31 134.55 -68.03 212.79   0.01
WIC_2004_0326_20:22:02  130 123  48424  2438 -54.91  83.86 -65.65 132.85   0.45
WIC_2004_0327_09:25:43  122  61  43143  2330 -64.87 191.29 -66.39 297.14   0.31
WIC_2004_0328_12:35:04   40  39  33966  4916 -60.33 146.54 -72.77 236.48  23.43
WIC_2004_0328_13:47:22   94  63  42553  4193 -57.53 137.84 -71.16 219.63  23.55
WIC_2004_0329_03:11:42  138  65  37037  3895 -77.25 232.05 -67.21 345.50  21.40
WIC_2004_0329_16:48:23    5  39  31795  3143 -57.07  86.61 -68.08 133.75  20.79
WIC_2004_0420_16:41:44  136 146  41611  1482 -56.97 112.06 -71.58 173.81  23.37
WIC_2004_0421_04:12:47   86 146  14685  2959 -80.66 282.24 -65.31   8.82   0.06
WIC_2004_0421_18:35:00   52 191  16714  7567 -58.15  79.64 -67.52 123.49  22.24
WIC_2004_0424_04:22:42  225 133  27543  6477 -78.57 268.39 -64.10   2.02  23.78
WIC_2004_0424_05:22:33  204 102  36655  2816 -73.94 223.83 -66.18 335.82  23.02
WIC_2004_0425_07:49:07   34  89  14343  4438 -68.63 207.28 -65.62 316.39   0.13
WIC_2004_0425_22:38:12  202 165  22454  2849 -79.57  17.31 -68.90  44.07  21.00
WIC_2004_0426_12:21:30   63  89  15468  1913 -56.40 142.26 -69.32 226.02  22.52
WIC_2004_0426_13:25:20  122 123  28748  1958 -54.80 132.32 -68.79 209.35  22.45
WIC_2004_0426_14:29:21  129 143  38031  2286 -56.08 128.84 -70.49 203.80  23.05
WIC_2004_0427_16:55:59   61 223  17085  5600 -56.52 106.02 -70.63 163.74  23.00
WIC_2004_0428_06:53:45   27 127  13075  7650 -78.49 227.52 -68.78 346.08   1.20
WIC_2004_0428_21:12:04   56 167  14185  2974 -73.79  29.24 -67.21  58.84  20.59
WIC_2004_0430_02:31:59  237 138  25691  3275 -81.12 282.18 -65.75   9.12  22.46
WIC_2004_0430_16:13:17   74 224  18876  2141 -53.91 114.78 -68.45 180.29  23.21
WIC_2004_0503_15:16:39   60 192  17381  3124 -55.28 117.66 -69.97 184.57  22.46
WIC_2004_0504_06:12:13  177  72  26166  3379 -64.35 198.64 -64.15 302.72  21.64
WIC_2004_0504_20:53:26  171 223  30965  2506 -60.83  61.38 -65.44 100.78  23.12
WIC_2004_0505_09:51:35   55 111  15703  5378 -59.52 177.07 -65.08 275.07  23.39
WIC_2004_0506_01:03:42  216 193  27909  3342 -77.72 358.82 -65.61  39.32  23.09
WIC_2004_0507_05:05:47  177  87  23008  5538 -69.93 217.63 -64.35 325.63  22.08
WIC_2004_0508_09:32:43  116  66  22819  4122 -56.59 157.69 -66.67 248.38  21.32
WIC_2004_0509_13:41:11   55 149  18603  2815 -54.34 125.40 -68.78 197.88  21.89
WIC_2004_0511_08:08:29   71  97  15142  5224 -68.22 192.31 -68.87 304.30  23.67
WIC_2004_0512_13:35:25  103 177  27669  3696 -55.00 133.20 -68.93 210.84  22.66
WIC_2004_0513_02:44:11   61  87  13623  7240 -81.79 254.29 -68.10   1.00  22.12
WIC_2004_0513_17:17:21   72 235  18300  3245 -53.87  91.81 -66.15 144.63  22.18
WIC_2004_0514_07:38:13  159  43  19875  3343 -64.63 171.18 -71.26 277.06  21.34
WIC_2004_0515_00:13:22  192 144  41565  1150 -80.91 289.76 -65.32  11.57  20.47
WIC_2004_0516_17:18:26  129 219  28600  3471 -56.02  93.82 -68.48 145.12  22.23
WIC_2004_0517_06:27:17   98  19  14974  3721 -70.39 184.79 -72.35 303.63  21.94
WIC_2004_0519_15:34:50   52 228  17809  3519 -51.35 111.47 -65.61 176.16  22.14
WIC_2004_0519_16:18:08  110 186  26802  3248 -56.00  91.94 -68.14 142.43  20.74
WIC_2004_0520_06:16:30  135 113  23823  1944 -67.85 210.66 -64.23 317.58  22.69
WIC_2004_0521_10:44:16   91 148  23800  2751 -59.12 161.27 -68.45 255.98  22.95
WIC_2004_0526_04:25:45  183  75  21779  1371 -75.66 207.51 -70.52 331.21  21.78
WIC_2004_0527_08:29:11   73 124  16231  2822 -65.98 189.33 -67.81 297.38  23.54
WIC_2004_0529_03:02:16   75  22  14096  5400 -78.63 217.18 -70.50 342.63  21.16
WIC_2004_0530_09:28:13  135 146  36049  2051 -61.75 174.02 -67.93 274.97  23.00
WIC_2004_0531_01:14:28  179 182  45548  2759 -73.38   3.36 -63.19  45.65  23.68
WIC_2004_0531_05:20:44  198 154  51487  2242 -73.57 236.48 -63.62 341.99  23.39
WIC_2004_0601_04:38:46  180 140  39542  4407 -77.40 239.93 -66.17 349.09  23.17
WIC_2004_0601_06:01:31  158 127  46940  2296 -70.31 201.21 -68.31 315.23  22.27
WIC_2004_0601_22:39:36  194 154  52250  3259 -81.18 346.67 -67.11  31.23  20.27
WIC_2004_0602_07:25:58  154 165  24429  4827 -71.86 223.35 -64.68 332.18   0.78
WIC_2004_0602_12:07:18  146 178  51483  1740 -55.32 156.36 -65.63 245.38  23.53
WIC_2004_0602_12:52:50  141 167  52240  2815 -52.91 131.70 -66.76 207.91  21.74
WIC_2004_0602_21:20:38  155 192  20427  4284 -73.69  33.76 -67.90  61.33  20.99
WIC_2004_0602_23:53:36  194 175  42931  2652 -75.28  24.49 -67.34  54.13  22.99
WIC_2004_0603_02:53:40  188 131  52106  4384 -75.12 230.99 -65.79 341.43  20.93
WIC_2004_0604_04:49:06  146 124  45312  3189 -71.87 215.66 -66.26 327.57  21.90
WIC_2004_0604_09:09:55  168 168  51155  2019 -62.61 186.86 -65.51 289.43  23.66
WIC_2004_0605_12:19:56  138 172  52312  2347 -54.12 142.16 -66.86 224.43  22.32
WIC_2004_0605_13:24:07  155 184  51534  2454 -54.51 137.40 -67.92 217.36  22.83
WIC_2004_0605_21:14:33   69 171  29005  4706 -72.31  26.64 -65.92  59.65  20.78
WIC_2004_0606_02:41:33  180 145  52305  3167 -78.73 261.42 -64.82 359.47  21.93
WIC_2004_0606_14:05:10  101 142  46821  3214 -54.33  98.99 -67.64 154.64  19.24
WIC_2004_0607_01:12:20   44  99  23437  7146 -81.90 263.60 -67.48   3.95  20.86
WIC_2004_0608_09:55:41  148 172  50494  1828 -65.57 195.17 -66.02 301.68   1.20
WIC_2004_0609_00:23:35  186 175  50990  2819 -72.12  36.33 -67.46  65.34   0.20
WIC_2004_0609_10:41:04    0 136  29512  3733 -57.05 151.32 -68.43 240.08  21.80
WIC_2004_0609_16:26:45  147 196  52155  2739 -51.38 103.43 -65.15 163.80  22.25
WIC_2004_0610_00:15:14   10  94  22052  4522 -83.30 276.18 -68.07   9.19  20.32
WIC_2004_0610_03:42:09  153 123  47702  3197 -74.15 229.28 -65.34 339.04  21.53
WIC_2004_0610_19:53:37  166 201  52089  2832 -56.32  85.18 -67.15 132.84   0.31
WIC_2004_0614_06:53:53   86 139  45914  3006 -72.19 214.21 -66.80 327.28  23.89
WIC_2004_0615_12:31:25   88 183  50008  2886 -57.36 176.67 -63.11 271.97   1.63
WIC_2004_0615_15:52:16   98 197  50532  3168 -49.91 119.98 -64.10 189.76  23.25
WIC_2004_0616_07:03:52  186 157  47630  6250 -67.04 217.09 -62.13 321.10  23.63
WIC_2004_0617_04:41:08  160 137  37921  2349 -81.11 281.91 -65.76   9.02   0.48
WIC_2004_0617_19:32:02  158 188  41979  3298 -60.28  76.11 -68.40 116.26  22.81
WIC_2004_0618_08:39:26   59 134  34037  3994 -61.21 178.71 -66.27 279.15  22.43
WIC_2004_0618_14:14:52  159 166  51858  2094 -54.94 116.41 -69.59 182.57  21.20
WIC_2004_0620_17:32:04   97 205  33615  1589 -56.53  91.10 -68.46 140.58  22.09
WIC_2004_0623_06:18:54  176 127  51580  2040 -74.56 212.75 -68.77 331.20  23.55
WIC_2004_0624_06:29:41   75 134  29614  5686 -70.44 209.19 -66.59 320.90  23.03
WIC_2004_0626_14:58:01    0 216  24683  1688 -56.55 104.25 -70.48 160.77  20.36
WIC_2004_0627_09:32:43  188 149  50888  1608 -69.15 197.29 -68.37 310.03   1.33
WIC_2004_0627_23:32:04  194 125  50350  2116 -81.46 345.15 -67.23  30.46  21.00
WIC_2004_0628_10:51:58   74 158  36211  4041 -54.80 148.21 -66.62 233.73  21.49
WIC_2004_0629_01:49:18  162  69  41253  4115 -70.40 205.59 -67.37 318.41  18.31
WIC_2004_0629_05:33:00  173 123  52276  4978 -66.98 211.08 -63.43 316.57  21.80
WIC_2004_0629_18:26:05  188 179  50864  1844 -54.36  92.29 -66.68 144.78  23.45
WIC_2004_0630_05:04:36   76 104  32078  2787 -66.33 204.34 -64.45 310.43  20.92
WIC_2004_0630_08:19:16  147 114  49987  2135 -58.27 161.61 -67.52 255.35  20.46
WIC_2004_0630_12:05:03  206 166  49445  3706 -57.13 149.78 -68.80 237.95  22.91
WIC_2004_0701_00:49:53  236 138  52104  2246 -75.62   6.28 -65.05  44.94  23.17
WIC_2004_0701_01:52:01  222 124  50595  3495 -81.14 283.92 -65.71   9.72  21.77
WIC_2004_0701_10:28:18  111 138  39444  3451 -56.57 143.55 -69.29 228.14  20.73
WIC_2004_0701_15:28:38  193 178  51688  2039 -53.37 117.69 -67.91 185.30  22.47
WIC_2004_0701_22:54:36   98 156  22907  3440 -82.03  20.29 -70.62  40.20  21.02
WIC_2004_0702_02:54:46  212 125  49708  1622 -81.08 309.49 -65.39  18.43  23.32
WIC_2004_0702_07:53:03  234 140  45240  1824 -65.11 191.46 -66.55 297.70  22.83
WIC_2004_0702_14:20:56  159 206  35067  1980 -57.30 141.58 -70.38 225.60   0.12
WIC_2004_0702_16:43:50  178 168  48431  1536 -56.43  88.19 -67.83 136.68  20.71
WIC_2004_0703_04:55:34  155 121  37747  1515 -74.05 216.08 -67.76 331.90  22.19
WIC_2004_0703_05:30:47  162 113  41657  2827 -71.36 201.81 -68.93 317.89  21.84
WIC_2004_0703_08:41:21  192 122  52045  1481 -60.27 161.01 -69.65 257.23  20.94
WIC_2004_0703_12:35:25  228 172  44035  3303 -53.66 137.90 -66.93 217.76  22.02
WIC_2004_0703_18:50:53  196 209  35359  1684 -60.20  88.69 -71.19 131.86  23.04
WIC_2004_0704_10:38:02  168 152  45201  3074 -56.35 152.50 -67.47 241.10  21.74
WIC_2004_0706_03:03:17  189 137  28782  1511 -84.93 332.98 -69.55  24.02  23.82
WIC_2004_0706_04:24:01  169 109  39947  2712 -70.54 206.49 -67.27 319.29  20.82
WIC_2004_0707_09:27:14  197 155  43476  2106 -63.60 172.55 -69.99 276.54  22.98
WIC_2004_0707_12:41:57  231 167  52251  1584 -57.62 150.39 -69.20 239.33  23.56
WIC_2004_0708_11:57:13  132 225  28486  1604 -61.59 158.82 -71.46 256.35  23.99
WIC_2004_0709_01:34:01   96 170  21346  2543 -82.85 344.63 -68.31  28.96  22.75
WIC_2004_0709_02:58:51  220 133  35730  2005 -84.75 308.18 -68.92  18.26  23.36
WIC_2004_0710_06:55:52  130 148  31266  2056 -65.49 184.54 -68.60 292.16  21.50
WIC_2004_0710_11:10:38  247 163  51731  1855 -60.16 165.97 -68.38 263.29  23.72
WIC_2004_0711_12:26:05  207 202  39584  5707 -56.14 151.26 -67.48 239.15  23.29
WIC_2004_0712_00:54:35  205 211  23614  3857 -71.89  19.10 -64.49  55.95  23.94
WIC_2004_0713_05:47:33  159 178  28301  1924 -75.25 228.24 -66.36 340.30  23.59
WIC_2004_0713_06:16:31  158 166  32949  5048 -69.88 210.26 -65.92 320.62  22.75
WIC_2004_0714_23:54:39  200 196  21656  1304 -71.88  55.69 -71.09  76.71   0.38
WIC_2004_0715_17:02:39  211 184  45209  1095 -57.80 125.69 -72.57 198.32   1.21
WIC_2004_0715_17:50:18  214 178  48441  1733 -56.29 110.40 -70.77 171.43   0.45
WIC_2004_0715_18:40:01  202 174  50724  1835 -58.04  89.45 -69.49 136.26  23.09
WIC_2004_0715_20:09:07  208 167  52265  2080 -57.44  77.93 -66.57 122.44  23.74
WIC_2004_0716_07:43:42  173 156  47182  1491 -68.18 202.15 -66.46 311.82  23.59
WIC_2004_0716_20:57:44  229 176  42338  3036 -58.78  84.67 -69.13 128.79   0.96
WIC_2004_0717_11:40:52  165 191  44931  2999 -58.99 165.62 -67.32 261.25   0.05
WIC_2004_0718_04:46:58  194 135  52213  2602 -76.12 244.66 -64.47 349.34  23.19
WIC_2004_0718_18:11:22  195 182  51401  2252 -55.72  90.47 -67.62 140.69  22.83
WIC_2004_0719_08:54:31  150 155  52000  2473 -58.09 165.68 -66.41 260.20  21.33
WIC_2004_0719_21:18:52  176 145  47929  2026 -78.47  10.38 -67.40  43.21  19.59
WIC_2004_0720_15:12:39  194 180  51191  2064 -55.03 115.49 -69.67 180.96  21.93
WIC_2004_0721_04:32:57  194 131  52189  1450 -77.93 234.60 -67.33 347.75  22.85
WIC_2004_0721_06:35:12  198 133  48181  3089 -63.96 181.86 -67.96 286.79  20.79
WIC_2004_0721_16:53:09  188 185  50509  1255 -56.65  96.94 -69.58 149.01  21.72
WIC_2004_0722_09:32:22  186 160  51738  1065 -63.09 173.26 -69.35 276.38  23.02
WIC_2004_0722_10:46:58  205 164  49065  2658 -64.31 172.38 -70.67 277.73   0.29
WIC_2004_0722_20:40:04  233 156  48600  4280 -53.13 100.59 -66.64 158.17   2.61
WIC_2004_0723_11:08:45  157 190  49369  3269 -54.19 156.34 -64.45 244.37  22.41
WIC_2004_0723_14:00:44  178 190  51723  3564 -51.63 133.94 -65.14 211.05  22.88
WIC_2004_0724_04:23:13  197 138  51530  3462 -73.53 230.00 -64.72 338.47  22.07
WIC_2004_0724_05:25:22  184 138  49231  2209 -66.61 200.70 -65.55 307.99  21.06
WIC_2004_0724_06:25:27  195 147  45397  8992 -64.62 197.50 -64.66 302.15  21.65
WIC_2004_0724_12:41:03  156 240  32977  2935 -58.05 171.85 -64.93 267.40   1.42
WIC_2004_0724_15:10:12  212 168  47918  2550 -62.38 165.23 -70.68 265.88   3.57
WIC_2004_0724_17:29:02  187 187  52245  3333 -54.53  93.94 -67.11 146.95  22.37
WIC_2004_0725_04:18:06  126 163  42856  9844 -67.30 224.74 -60.69 326.91  21.21
WIC_2004_0725_08:57:50  192 165  51355  6909 -67.54 201.84 -66.03 310.47   0.73
WIC_2004_0725_10:35:13  212 160  46728  9007 -67.84 200.53 -66.58 309.98   2.26
WIC_2004_0725_18:59:14  203 200  45201  3665 -50.39  95.56 -63.33 153.07   0.55
WIC_2004_0725_21:51:13  193 176  52217  7529 -59.45  40.25 -60.37  84.56  22.85
WIC_2004_0725_23:32:46  205 159  50697  7174 -70.33 358.54 -60.53  45.24  21.89
WIC_2004_0726_09:17:36  144 185  45545  2052 -63.52 173.98 -69.56 277.95  22.89
WIC_2004_0726_23:27:40  201 174  45243  6465 -66.46  31.42 -63.22  70.15  23.47
WIC_2004_0727_00:13:15  191 173  48342 11450 -65.79  16.00 -60.31  60.13  23.54
WIC_2004_0727_02:25:53  170 158  52241  7910 -70.39 272.15 -55.93 358.23  21.49
WIC_2004_0727_03:40:29  192 157  51326 19426 -71.80 274.55 -57.12   0.19  22.81
WIC_2004_0727_14:15:03  109 198  47611  8499 -48.91  89.36 -61.06 145.82  18.76
WIC_2004_0727_17:36:03  172 189  51717  6293 -54.36  65.60 -61.51 112.74  20.24
WIC_2004_0729_06:26:32   33 181  32078  3661 -67.66 181.16 -71.24 293.69  21.11
WIC_2004_0729_20:46:59  152 211  33063  1308 -67.97  60.83 -70.02  88.42  22.05
WIC_2004_0730_02:26:47  175 137  51847  1897 -80.98 248.43 -67.98 357.89  21.48
WIC_2004_0731_02:54:55  139 158  44420  1906 -80.57 253.99 -67.11 359.09  22.01
WIC_2004_0731_03:55:00  140 152  48591  2684 -75.55 218.03 -68.42 335.94  21.44
WIC_2004_0731_07:22:14  159 168  51200  2203 -67.28 196.75 -67.04 306.00  22.85
S13_2004_0801_20:43:50  184 237  39226    61 -60.13  66.43 -66.06 106.48  23.20
S13_2004_0801_21:54:16  188 209  45830    43 -67.21  55.83 -68.43  86.18  22.99
S13_2004_0802_03:27:54  190 173  47262    33 -79.38 252.58 -66.25 356.93  22.40
S13_2004_0802_16:37:56  186 225  50528    17 -52.17 112.16 -66.52 176.85  23.28
WIC_2004_0802_23:20:34    1 194  21829  3054 -82.62  19.06 -70.82  38.61  21.24
WIC_2004_0803_03:18:45  130 155  49338  3607 -78.82 228.63 -68.84 347.17  21.60
S13_2004_0803_07:56:27  176 201  47211    38 -67.78 192.87 -68.39 303.86  23.28
WIC_2004_0805_10:32:17  119 218  41883  1552 -62.96 175.26 -68.73 278.30   0.11
WIC_2004_0805_12:32:28  134 212  50149  2152 -57.57 152.51 -68.73 242.32  23.64
WIC_2004_0805_16:30:47  174 199  48500  1756 -53.80 108.95 -68.08 170.79  22.74
WIC_2004_0806_00:50:43  135 176  42323  3186 -78.71 337.07 -64.42  29.41  22.07
WIC_2004_0806_01:21:48  133 167  45062  3781 -81.74 304.09 -65.98  16.69  21.71
WIC_2004_0806_07:38:57  164 179  44774  2180 -69.60 201.55 -67.70 314.05  23.67
WIC_2004_0807_03:27:28   18 197  27535  5067 -78.87 242.97 -66.93 352.59  22.11
WIC_2004_0807_04:10:57   86 187  34402  3325 -80.95 256.67 -67.19   0.49  23.35
WIC_2004_0807_07:00:51  133 186  49553  2149 -73.41 222.64 -66.00 334.28   0.39
WIC_2004_0807_08:27:53  108 199  52073  4612 -56.81 168.74 -64.43 262.37  21.04
WIC_2004_0807_11:48:54  147 211  46156  5285 -54.88 150.16 -66.36 236.54  22.56
WIC_2004_0807_20:02:37  164 203  44980  3060 -60.40  75.11 -68.25 114.97  23.07
WIC_2004_0807_23:09:08  177 158  52232  3022 -56.07  62.62 -62.22 107.90   1.66
WIC_2004_0809_03:58:28  148 164  52150  3279 -79.27 250.03 -66.43 355.84  22.84
WIC_2004_0809_05:29:39  165 167  49743  2425 -78.91 239.65 -67.38 351.41   0.05
WIC_2004_0809_06:27:40  163 175  46370  6576 -74.09 218.79 -67.25 333.41  23.80
S13_2004_0809_17:49:59  166 237  52230    74 -51.56  91.90 -63.98 146.98  22.84
WIC_2004_0810_03:16:16  110 177  33788  3763 -81.65 332.48 -66.64  26.12   0.17
WIC_2004_0810_08:47:49  135 192  51884  2410 -63.85 173.96 -69.86 278.53  22.46
S13_2004_0810_17:38:53  204 217  35155    28 -54.25 137.92 -67.57 218.04   3.36
WIC_2004_0811_23:44:53  152 174  45359  4263 -76.53  20.52 -67.51  50.35  22.41
S13_2004_0812_01:11:55  156 197  50393    25 -79.52 357.64 -66.77  36.90  22.91
WIC_2004_0812_05:57:54  162 173  44790  4083 -71.74 200.71 -69.46 318.02  22.30
WIC_2004_0813_10:45:12  170 204  43101  1502 -61.98 166.07 -70.10 266.21  23.53
WIC_2004_0814_06:52:23   47 222  33605  2115 -67.56 197.71 -67.03 307.27  22.48
WIC_2004_0814_10:25:49  125 215  51030  2358 -57.47 162.45 -66.53 255.48  22.50
WIC_2004_0814_12:21:52  150 208  51938  2643 -58.17 149.92 -69.87 239.21  23.30
WIC_2004_0816_09:54:49  165 211  43093  2203 -60.81 171.19 -67.74 270.36  23.01
WIC_2004_0816_21:29:35  169 174  51722  2780 -72.58  48.34 -69.95  71.09  21.57
WIC_2004_0818_00:35:22  158 174  52029  2203 -76.06 354.81 -63.99  39.04  22.47
WIC_2004_0818_01:14:45  165 156  52214  2662 -75.17  26.62 -67.60  55.32   0.19
WIC_2004_0818_03:37:45  159 171  47612  2482 -79.72 258.24 -65.99 359.43  22.77
WIC_2004_0820_04:21:59   17 190  25400  5454 -80.70 254.74 -67.15 359.51  23.52
WIC_2004_0820_22:38:43  175 168  50307  3607 -53.49  63.95 -60.50 111.98   1.42
WIC_2004_0820_23:20:10  183 154  51587  4871 -60.31  61.56 -65.11 101.64   1.42
