Inst.  Date     Time      X   Y  Dist. Counts   Geog.Pos.    Geomag.Pos.    MLT
WIC_2001_0825_11:08:35  104 147  37112  4809  67.63 197.63  65.24 249.95  22.87
WIC_2001_0825_17:54:24   43 122  44421  3901  73.08  98.62  67.53 171.41   0.62
WIC_2001_0825_19:44:55   70 138  50437  6240  70.38  40.84  66.09 121.33  23.20
WIC_2001_0825_22:20:29  102 153  50381  3146  65.33 352.62  64.22  79.94  22.98
WIC_2001_0826_06:42:30   21 152  35540  4077  57.46 263.64  67.49 328.58  23.79
WIC_2001_0826_11:39:14  103 142  51499  3752  71.09 139.58  65.08 205.88  20.44
WIC_2001_0826_16:29:47  134 155  29610  3696  72.58 109.25  66.89 180.55  23.54
WIC_2001_0827_01:18:26   74 148  51583  2588  62.06 320.60  65.97  50.37  23.93
WIC_2001_0827_04:10:21   72 168  46375  6292  52.57 282.45  63.17 358.52  23.29
WIC_2001_0827_12:58:55   70 135  46114  4160  73.97 131.89  68.00 198.35  21.29
WIC_2001_0827_18:26:23   94 132  46232  4979  71.15  79.35  66.05 154.33   0.07
WIC_2001_0827_19:15:29  108 154  42301  2237  69.21  40.46  64.96 120.26  22.64
WIC_2001_0827_20:00:30  130 163  37555  8683  69.11  30.79  65.22 112.41  22.86
WIC_2001_0828_01:51:02   45 176  38782  8833  57.30 305.64  64.22  31.86  23.23
WIC_2001_0828_05:01:21   53 151  50987  2215  53.58 275.04  64.39 347.01  23.37
WIC_2001_0828_08:19:53   71 136  47523  3497  56.63 243.61  63.40 300.81  23.56
WIC_2001_0828_11:26:01  120 158  27173  3079  67.90 195.69  65.24 248.32  23.06
WIC_2001_0829_07:12:08   40 148  43956  3708  61.92 239.99  67.82 293.47  21.96
WIC_2001_0829_10:28:36   78 132  51606  2377  69.36 189.97  66.01 243.02  21.78
WIC_2001_0830_04:21:30   72 158  41312  1850  58.68 286.16  68.72   5.07  23.93
WIC_2001_0830_12:59:47   49 124  49048  3713  70.37 163.82  64.86 224.10  23.05
WIC_2001_0830_14:38:01   76 121  51565  3419  73.21 137.22  67.23 202.85  23.19
WIC_2001_0830_19:20:25  113 158  36288  5820  69.07  48.27  64.61 126.64  23.15
WIC_2001_0831_02:38:54   47 143  47190  7091  58.28 314.92  63.23  42.69   0.75
WIC_2001_0831_05:26:43   69 150  51533  2298  57.10 261.61  66.93 325.53  22.37
WIC_2001_0831_10:11:06   57 135  31175  7270  59.51 224.93  62.17 278.68  23.88
WIC_2001_0831_21:06:33  115 149  49385  1708  67.47 356.65  66.03  84.76  22.11
WIC_2001_0831_23:40:01  140 181  37301  3077  63.31 316.30  68.12  46.76  22.10
WIC_2001_0901_11:08:09  100 130  49880  2725  72.77 168.58  67.67 225.42  21.26
WIC_2001_0902_11:20:02   41 109  46260  3284  68.67 208.86  68.13 257.57  23.61
WIC_2001_0902_14:54:55   86 124  51075  2794  72.98 121.38  67.10 190.53  22.65
WIC_2001_0902_16:24:58   96 124  47536  3072  70.52 110.38  64.91 181.88  23.60
WIC_2001_0903_02:47:32   61 165  50044  2981  53.36 282.58  63.93 358.79  21.98
WIC_2001_0903_04:25:47   73 156  51599  2881  56.54 262.69  66.51 327.32  21.50
WIC_2001_0903_08:12:55   60 142  39881  5823  57.74 237.54  63.20 293.06  22.96
WIC_2001_0903_14:42:14   57 156  40736  5770  67.98  94.38  62.81 167.53  20.94
WIC_2001_0903_16:14:18   68 149  47895  3414  67.15  63.78  62.45 139.26  20.56
WIC_2001_0903_17:25:55   82 142  50794  5277  68.89  49.57  64.40 127.63  21.21
WIC_2001_0903_21:13:05   82 136  46254  6348  66.39  28.53  62.57 108.84  23.82
WIC_2001_0904_07:41:47   48 139  50845  4639  59.14 232.83  63.49 287.05  22.05
WIC_2001_0904_11:24:50   86 130  46400  4084  69.51 176.82  64.80 233.77  22.12
WIC_2001_0904_20:19:24   56 140  46554  2684  67.97  30.42  64.09 111.34  23.11
WIC_2001_0905_00:06:33   74 118  50696  2767  68.22   4.31  66.05  91.23   1.50
WIC_2001_0905_01:42:44  115 178  46131  4389  55.28 277.20  66.00 350.45  20.36
WIC_2001_0905_13:47:36   92 128  51373  2328  74.45 125.15  68.49 192.88  21.83
WIC_2001_0905_16:06:45   92 132  45412  2261  70.78 103.49  65.29 175.77  22.87
WIC_2001_0905_17:14:15  137 146  39266  3963  74.33  48.00  69.67 130.02  21.15
WIC_2001_0906_01:05:23   65 168  47643  3606  58.72 293.20  67.88  15.78  21.43
WIC_2001_0906_06:26:39   70 143  44962  1677  59.27 254.63  68.03 314.37  22.65
WIC_2001_0906_20:11:46   90 133  46968  2277  70.93  36.42  66.80 118.20  23.44
WIC_2001_0907_23:19:27  117 162  50605  2330  60.65 305.21  67.65  32.67  20.83
WIC_2001_0908_01:18:08   91 165  44192  3438  58.50 307.30  65.09  34.29  22.88
WIC_2001_0908_11:42:40   51 108  51325  1972  66.78 202.41  65.11 254.22  23.81
WIC_2001_0908_13:10:40   77 115  51149  2648  72.77 165.22  67.48 223.15  23.27
WIC_2001_0908_14:50:56  109 128  47126  2455  74.21 115.48  68.35 185.30  22.32
WIC_2001_0910_08:30:39   61 113  50110  1706  61.54 244.61  68.40 299.44  23.71
WIC_2001_0910_09:13:37   72 111  48220  2574  63.82 235.19  68.64 286.51  23.54
WIC_2001_0910_11:57:15  100 116  32707  2090  71.26 190.37  68.05 241.53  23.23
WIC_2001_0911_02:21:08   85 189  31218  3329  58.81 295.06  67.68  18.48  22.89
WIC_2001_0911_12:23:12   70 110  51088  1895  70.21 185.26  66.36 239.01  23.53
WIC_2001_0911_14:13:41   98 133  46267  3458  72.83 116.65  67.02 186.70  21.90
WIC_2001_0911_15:17:06  102 143  40964  2985  70.74  97.62  65.36 170.55  21.76
WIC_2001_0911_16:10:16  123 156  34535  2789  69.25  85.73  64.16 159.68  21.93
WIC_2001_0912_01:17:03   76 163  51470  2404  57.79 294.37  66.80  17.20  21.73
WIC_2001_0912_04:17:06   61 145  46953  2615  57.27 279.91  67.81 354.89  23.24
WIC_2001_0912_15:00:00   61 134  50938  2381  70.23 110.19  64.64 181.76  22.27
WIC_2001_0912_19:03:29  104 145  44659  1399  69.43  34.33  65.40 115.46  22.15
WIC_2001_0913_03:10:52   41 171  44863  4440  52.57 282.84  63.15 359.10  22.43
WIC_2001_0913_09:55:58   46 102  41248  3352  58.34 229.79  62.08 284.27   0.08
WIC_2001_0913_20:34:46   74 137  51612  2899  68.05  24.80  64.44 106.93  23.08
WIC_2001_0914_23:52:24   40 117  50864  2336  64.55  10.61  61.67  93.42   1.43
WIC_2001_0915_04:12:14   67 160  43586  3455  53.63 274.71  64.43 346.49  22.62
WIC_2001_0915_12:19:36   51 147  45838  3509  69.39 144.82  63.34 210.80  21.63
WIC_2001_0915_15:09:25   71 136  51629  3912  69.21 108.39  63.69 180.31  22.35
WIC_2001_0915_19:23:05  101 146  37848  4136  67.96  45.79  63.59 123.97  23.04
WIC_2001_0916_05:47:32   48 134  51505  1933  55.41 267.57  65.86 335.10  23.45
WIC_2001_0916_16:40:36   40 137  45348  5445  68.84  97.24  63.57 170.19  23.27
WIC_2001_0916_20:33:50   85 144  50976  2284  68.08  15.02  65.04  99.31  22.56
WIC_2001_0917_07:39:09   23 130  48192  4331  60.93 244.02  67.69 299.07  22.91
WIC_2001_0917_11:01:42   75 125  50619  3124  70.71 184.53  66.80 238.06  22.12
WIC_2001_0917_21:58:50   45 148  48496  2526  67.94 356.70  66.52  85.19  23.02
WIC_2001_0918_03:15:56   63 133  44079  3057  60.95 302.92  68.39  29.92   0.60
WIC_2001_0918_18:24:42   87 124  38617  3014  67.03  67.80  62.29 142.84  23.34
WIC_2001_0919_04:14:20   41 134  51576  1907  54.66 283.23  65.13 359.92  23.57
WIC_2001_0919_08:44:22   59 100  38104  2780  60.74 236.28  65.88 289.90  23.35
WIC_2001_0919_20:44:56   91 128  48796  2828  70.28  18.32  67.08 103.68  23.04
WIC_2001_0920_08:55:42   44  99  51635  1610  61.44 239.23  67.20 292.88  23.74
WIC_2001_0920_10:03:13   65 104  50838  2246  68.17 215.62  68.86 263.57  22.86
WIC_2001_0920_11:00:30   77 104  48715  1589  69.37 199.27  67.29 249.65  22.89
WIC_2001_0920_11:55:44   78  87  45318  1932  71.21 206.31  70.25 252.90   0.06
WIC_2001_0920_12:57:05   99  98  39786  1702  76.45 173.96  71.86 224.59  23.28
WIC_2001_0920_22:54:52   59 123  51570  2619  69.36 359.72  67.67  88.81   0.18
WIC_2001_0921_17:30:13   96 101  39208  1047  74.58 102.07  68.87 174.24   0.51
WIC_2001_0922_06:40:17   48 109  45105  2576  57.63 263.31  67.62 328.02  23.91
WIC_2001_0922_07:37:33   78 141  39919  4460  63.91 218.50  65.20 269.73  20.96
WIC_2001_0923_04:50:48   33 135  43543  3457  52.95 281.34  63.61 356.83  24.00
WIC_2001_0923_06:02:23   23 139  48419  4598  51.92 256.12  61.09 318.86  22.67
WIC_2001_0923_10:36:32   67 104  47256  2898  62.36 207.88  61.54 261.63  23.31
WIC_2001_0923_12:26:58  102 149  37479  5561  67.00 133.50  60.95 202.73  21.31
WIC_2001_0923_19:06:17   53 175  43678  6734  61.45   9.38  58.43  90.68  20.56
WIC_2001_0923_22:28:49   73 152  51630  3015  61.68 335.55  62.76  63.71  22.09
WIC_2001_0924_02:38:22   84 183  37777  1838  53.23 273.25  64.03 344.19  20.95
WIC_2001_0924_15:44:19   88 121  44449  1374  71.70 105.11  66.13 177.10  22.79
WIC_2001_0924_17:22:27   86 140  33912  2011  68.69  69.94  63.85 145.26  22.45
WIC_2001_0925_05:00:28   52 135  48269  2880  53.16 268.95  63.78 337.50  22.88
WIC_2001_0925_07:56:19   37 106  30995  2215  58.18 243.60  64.92 300.06  23.31
WIC_2001_0925_19:20:01   87 119  47853  3619  69.26  58.25  64.58 135.21  23.76
WIC_2001_0925_20:29:33   81 130  42941  6376  70.11  24.58  66.53 108.32  23.11
WIC_2001_0926_08:05:27   50 135  51205  7701  57.78 217.91  58.91 272.97  21.66
WIC_2001_0926_23:22:16   76 140  49238  1562  64.67 333.98  66.22  64.35  23.01
WIC_2001_0927_00:54:18   58 146  43252  1248  60.66 314.13  65.85  42.95  23.10
WIC_2001_0927_10:37:41   52 129  50702  1902  69.40 178.75  64.84 235.19  21.60
WIC_2001_0927_14:39:03   83 121  45580  1707  72.23 120.02  66.39 189.68  22.69
WIC_2001_0928_00:46:58   58 164  50571  2398  57.77 297.08  66.34  20.99  21.52
WIC_2001_0928_05:14:56   53 134  43868  3590  56.60 263.59  66.66 328.69  22.56
WIC_2001_0928_12:04:27   37 145  38414  4282  77.98 120.83  71.88 187.70  19.96
WIC_2001_0928_16:28:18   62 126  51603  1732  69.64  92.52  64.42 165.91  22.86
WIC_2001_0928_20:05:07  102 156  40491  2472  66.91   0.59  65.02  87.31  21.31
S13_2001_0929_03:23:15   15 102  44642    62  51.90 269.82  62.61 338.95  21.38
S13_2001_0929_08:54:38   27  54  47323    37  55.47 251.81  63.85 311.89   1.05
S13_2001_0929_16:57:45   17  94  41141    66  66.82  66.88  62.10 141.95  21.82
S13_2001_0929_19:29:06   31  97  50586    78  62.87   5.66  60.25  88.51  20.80
S13_2001_0929_22:04:34   47 103  50295   121  55.56 319.51  59.33  46.28  20.54
S13_2001_0930_00:17:31   34 106  42016    75  52.85 301.77  60.56  25.80  21.35
S13_2001_0930_10:43:49   22  62  51616    26  63.13 220.69  64.87 272.31   0.20
S13_2001_0930_13:47:55   38  81  45637    23  68.93 125.02  63.06 194.96  22.31
S13_2001_1001_00:24:26   21  92  51237    52  56.59 320.41  60.23  47.55  22.91
S13_2001_1001_12:16:38   14  84  44468    74  67.19 158.00  61.23 221.83  22.50
S13_2001_1001_15:24:48   26  87  51647    56  62.62  95.04  57.60 167.98  21.96
S13_2001_1001_19:34:20   42  90  38354    51  65.50  27.11  61.72 107.18  22.13
S13_2001_1002_03:27:13    9  98  48228    76  45.84 274.75  56.86 346.50  21.96
S13_2001_1002_06:57:55   19  76  50375    45  50.77 248.00  58.46 308.51  22.98
S13_2001_1002_18:23:30   22  87  50122    56  65.48  50.53  61.03 126.93  22.29
S13_2001_1003_09:05:28   11  65  50935   113  52.60 235.39  57.59 293.04  23.99
S13_2001_1003_10:15:01   21  68  51633    85  58.84 212.29  58.83 267.37  23.41
S13_2001_1003_22:13:19   11  86  48462    37  64.45 358.83  62.59  84.15  23.21
S13_2001_1003_23:45:22   24  87  51422    46  62.07 331.02  63.98  60.04  23.11
S13_2001_1004_02:14:42   31  97  49001    75  51.48 283.67  62.03   0.27  21.65
S13_2001_1004_10:52:34    8  86  41498    75  61.67 177.86  56.50 238.92  22.17
S13_2001_1004_16:38:14   38  68  48531    28  71.12 113.48  65.43 184.46   0.33
S13_2001_1004_17:23:14   42  87  45790    31  69.41  52.23  64.84 130.15  21.51
S13_2001_1005_03:22:55   17  90  50238    21  58.27 276.34  68.86 349.09  22.07
S13_2001_1005_04:14:03   18  79  51435    23  60.31 282.38  70.57 359.23  23.61
S13_2001_1005_06:00:25   22  75  50594    13  57.70 262.00  67.55 325.97  23.20
S13_2001_1005_07:57:00   22  62  44277    15  58.42 249.64  66.35 307.76  23.91
S13_2001_1005_08:46:04   28  59  39661    19  62.12 239.48  67.91 292.72  23.68
S13_2001_1005_16:32:49   23  76  47210    29  72.14 103.86  66.57 175.98  23.68
S13_2001_1005_17:52:35   26  89  50720    49  68.67  44.43  64.31 123.22  21.54
S13_2001_1006_07:39:18    8  65  49827    25  55.79 257.13  65.05 319.23   0.40
S13_2001_1006_11:14:05   44  84  48823    25  70.97 150.83  65.06 214.41  20.93
S13_2001_1006_20:10:21   23  96  43529    41  67.50   4.73  65.26  90.96  21.64
S13_2001_1007_13:44:06   31  72  51653    16  73.21 152.37  67.43 213.91  23.61
S13_2001_1008_02:27:24   17  93  50064    47  57.05 284.55  67.31   2.27  22.02
S13_2001_1008_06:57:23   20  73  44996    49  57.74 247.41  65.26 305.12  22.80
S13_2001_1008_16:30:28   12  87  49651    80  62.10  81.64  57.32 154.92  22.25
S13_2001_1008_19:18:12   41  90  50751    47  68.09  15.80  65.00  99.93  21.38
S13_2001_1008_21:37:17   38  97  42837    57  63.09 338.99  63.71  67.46  21.50
S13_2001_1009_07:49:14   24  86  51405    52  64.30 209.92  63.90 262.04  20.77
S13_2001_1009_11:34:14   34  75  44284    28  68.33 171.59  63.13 230.95  22.42
S13_2001_1010_01:25:03   18  96  46024    29  54.46 294.39  63.56  16.41  21.88
S13_2001_1010_12:01:33   24  86  51142    43  69.81 141.82  63.77 208.27  21.42
S13_2001_1010_14:55:26   54  87  48626    40  66.87  96.05  61.71 169.05  21.71
S13_2001_1013_00:52:10   29  96  44727    29  58.13 298.59  66.43  23.15  21.76
S13_2001_1013_10:43:41   18  63  50442    24  65.56 215.79  66.30 266.05  23.90
S13_2001_1014_02:53:39   19  84  51378    22  55.27 289.83  65.02  10.02  23.00
S13_2001_1014_06:24:19   17  65  38597    44  55.89 260.56  65.63 324.24  23.56
S13_2001_1014_16:24:03   27  81  51654    41  70.94  83.60  65.78 158.05  22.39
S13_2001_1015_04:10:09   18 101  46898    64  53.25 245.25  60.38 304.23  19.92
S13_2001_1015_23:16:04   33  86  47809    30  63.50 334.53  64.89  63.99  22.88
S13_2001_1016_00:23:34   22  87  42900    20  60.54 319.15  64.69  48.10  22.94
S13_2001_1016_12:32:12   33  76  50374    39  71.25 153.91  65.42 216.45  22.61
S13_2001_1017_01:25:49   23  97  51665    30  55.72 284.26  66.07   1.65  20.91
WIC_2001_1017_17:37:54   81 136  48853   802  73.22  53.18  68.48 133.23  21.98
WIC_2001_1017_19:20:10   81 145  41509   930  71.91  18.16  68.72 105.12  21.76
WIC_2001_1018_18:32:02   46 142  49868  1235  70.05  35.75  65.96 117.02  21.77
WIC_2001_1018_19:23:11   56 141  51284  2796  70.39  22.84  66.91 107.22  21.95
WIC_2001_1019_08:02:32   26 116  47809  1926  66.87 228.60  70.19 276.82  22.03
WIC_2001_1019_12:06:00   70 135  49469  4236  69.97 141.03  63.94 207.58  21.56
WIC_2001_1019_14:35:19   73 126  37923  6151  68.87 115.45  63.21 186.67  22.69
WIC_2001_1020_02:37:53   49 128  48638  1076  56.49 295.91  65.29  19.02  23.34
WIC_2001_1020_05:03:06   25  85  36230  3520  54.53 283.88  64.95   0.91   0.63
WIC_2001_1020_10:20:39   25 135  36231  5173  74.38 166.59  69.24 222.48  20.64
WIC_2001_1020_13:10:25   45 125  49737  2075  72.83 135.29  66.85 201.60  22.36
WIC_2001_1020_15:35:41   67 132  51231  2211  71.86  90.50  66.53 164.29  22.07
WIC_2001_1020_18:45:56   70  97  39848  3911  68.59  80.10  63.62 154.43   0.49
WIC_2001_1021_03:15:45   37 161  49382  2607  58.53 254.07  67.23 313.87  19.65
WIC_2001_1021_07:17:11   58 112  48033  4328  62.25 239.82  68.10 293.03  22.41
WIC_2001_1021_16:48:22   37 125  47228  1427  72.14  82.09  66.93 156.98  22.76
WIC_2001_1021_18:49:04   41 146  51514  9559  59.83  33.86  55.65 110.33  21.60
WIC_2001_1021_20:43:39   51 136  50160 13691  60.06  15.74  56.54  95.15  22.45
WIC_2001_1021_23:02:46   52 178  40986  3599  54.42 314.57  59.24  40.88  21.12
WIC_2001_1022_07:18:16    8 129  48152  4161  52.38 225.17  55.07 282.49  21.73
WIC_2001_1022_10:44:56   59 126  50567  4250  63.97 173.86  58.61 234.98  21.92
WIC_2001_1022_13:16:19   52 113  41022  8599  63.17 145.84  56.80 214.08  23.32
WIC_2001_1022_21:09:20   29 114  46798  3516  63.07  29.14  59.14 107.61  23.70
WIC_2001_1022_21:58:26   26 131  49423  6838  59.51   1.03  56.97  83.05  22.87
WIC_2001_1023_00:38:02   39 131  51097  3242  54.87 322.20  57.96  48.62  23.21
WIC_2001_1023_03:19:39   17 148  42052  2436  49.65 273.19  60.55 344.17  21.74
WIC_2001_1023_13:01:07   37 121  51015  2087  67.63 143.17  61.50 210.34  22.81
WIC_2001_1023_17:16:53   76 126  43458  3379  70.03  71.01  65.11 146.64  22.53
WIC_2001_1024_06:45:29   38 103  46922  1015  58.16 251.24  66.39 310.06  23.04
WIC_2001_1024_08:33:54   65  81  37047  1454  62.37 237.01  67.63 289.65  23.40
WIC_2001_1025_09:09:56   58  96  51490  2825  65.27 229.21  68.78 278.90  23.26
WIC_2001_1026_17:14:06   81  94  38863  1584  72.87 106.48  67.21 178.14   0.59
WIC_2001_1027_03:46:48   42 143  51546  3330  57.83 258.54  67.24 320.68  20.65
WIC_2001_1027_07:09:22   47 119  40854  2336  62.94 229.26  66.51 280.81  21.50
WIC_2001_1028_06:17:33   28  94  49982 10746  51.12 260.53  60.94 325.23  23.59
WIC_2001_1028_06:50:17   25 109  50972  8143  57.56 241.51  63.87 297.82  22.33
WIC_2001_1028_09:46:17   49 115  48955  5880  59.69 193.05  56.28 251.21  22.02
WIC_2001_1028_20:04:40   27 118  48842  6342  63.64  32.77  59.60 110.91  22.85
WIC_2001_1029_00:30:43   53 124  47310  2468  59.78 323.76  62.94  52.18  23.30
WIC_2001_1029_10:06:09   31 121  48208  3721  68.60 177.36  63.87 234.80  21.27
WIC_2001_1029_13:18:31   59 103  50938  4512  66.34 153.51  60.21 218.89  23.74
WIC_2001_1029_15:41:45   51 108  43066  3054  66.86 109.48  61.39 181.58  23.37
WIC_2001_1030_04:00:56   41 119  50083  3614  57.12 272.48  67.74 342.79  22.37
WIC_2001_1030_15:45:20   43 121  50962  2513  71.12  88.33  65.88 162.28  22.14
WIC_2001_1030_16:56:58   62 105  51643  2245  74.04  99.58  68.41 172.20  23.92
WIC_2001_1031_07:31:15   55  76  51474  2335  58.82 260.99  68.51 324.08   0.76
WIC_2001_1031_10:00:38   65  93  44957  1287  69.67 210.71  69.45 258.01  22.73
WIC_2001_1031_11:04:04   79  75  39021  2225  69.27 210.76  69.07 258.47  23.90
WIC_2001_1031_20:08:53   30 109  50858  3123  65.74  36.03  61.65 114.66  23.15
WIC_2001_1031_23:51:58   39 103  46573  4736  61.13 346.08  60.50  72.03  23.96
WIC_2001_1101_07:45:10   21 128  41413  4857  68.05 197.43  65.65 249.47  20.01
WIC_2001_1101_09:37:43   33  97  49289  4771  66.05 206.14  65.00 257.69  22.32
WIC_2001_1101_11:22:06   42 116  51672  4852  66.58 159.80  60.64 223.46  21.90
WIC_2001_1101_11:54:51   50 134  51525  3572  65.29 131.15  59.25 201.25  21.04
WIC_2001_1101_15:05:10   56 117  41790  2675  70.78 104.70  65.27 176.84  22.54
WIC_2001_1102_01:29:50   37 107  51652  1172  61.88 317.03  66.51  46.67  23.96
WIC_2001_1102_05:23:09   34 108  41395  1221  60.83 255.93  69.74 315.60  22.01
WIC_2001_1102_13:24:34   46  80  47112  2786  69.97 175.57  65.18 232.56   0.78
WIC_2001_1103_17:52:26   47 109  47116  1940  75.19  64.18  70.06 143.36  22.86
WIC_2001_1104_07:37:45   24  76  45146  3833  61.15 246.15  68.33 301.68  23.39
WIC_2001_1104_10:13:19   54  73  51569  3377  62.76 222.46  64.88 274.22   0.05
WIC_2001_1104_10:54:15   53 120  51615  3029  73.01 155.37  67.31 216.18  20.92
WIC_2001_1104_12:34:33   68 123  48896  2780  72.25 129.04  66.30 197.01  21.52
WIC_2001_1105_15:20:14   51  95  51626  1630  68.05 121.95  62.26 192.56  23.82
WIC_2001_1105_20:02:39   62  72  32121  2544  64.10  54.54  59.60 130.00   0.05
WIC_2001_1106_01:53:13   31  76  42983  8057  62.14 328.04  64.61  57.43   1.08
WIC_2001_1106_03:41:42   26  76  49816 16697  54.19 297.63  62.72  20.77   0.56
WIC_2001_1106_06:39:48   44  60  50359  8739  47.18 264.12  57.48 330.92   0.39
WIC_2001_1106_09:50:08   42  78  35781  2396  59.93 202.42  58.06 258.51  22.61
WIC_2001_1106_15:18:10    7 124  37955  8391  63.03  80.95  58.24 154.36  21.25
WIC_2001_1106_16:54:22   61  61  46735  8482  67.40 145.24  61.25 212.06   2.53
WIC_2001_1106_18:24:26   41  80  50806 10338  63.20  84.79  58.35 158.08   0.34
WIC_2001_1106_19:07:25   43 131  51559  5270  65.39  16.29  62.17  98.43  21.05
WIC_2001_1106_21:26:38   56  92  48999  5570  61.31  26.18  57.41 104.35  23.71
WIC_2001_1107_00:06:15   46  78  35494  3401  61.53 348.70  60.59  74.36   0.33
WIC_2001_1107_09:48:08   54  80  51675  3094  65.92 219.75  67.44 269.26  23.30
WIC_2001_1107_11:32:33   77  80  49419  2991  69.25 201.27  67.46 251.24  23.98
WIC_2001_1107_14:28:33   77 118  34375  3729  71.12 106.08  65.57 178.02  22.15
WIC_2001_1108_01:07:47   48 101  50769  2461  63.14 319.12  67.38  49.55  23.73
WIC_2001_1108_04:26:19   40  62  36486  2504  57.90 291.78  67.30  13.48   0.86
WIC_2001_1109_03:43:32   38  75  51289  2068  59.47 303.46  66.83  29.98   1.20
WIC_2001_1109_17:29:06   41 101  50630  2058  73.13  72.60  67.99 149.16  22.86
WIC_2001_1109_19:29:54   64 102  51223  1763  73.97  46.58  69.38 128.61  23.41
WIC_2001_1110_11:38:49   78  74  46287  1879  70.40 202.76  68.87 251.18   0.11
WIC_2001_1110_21:43:19   28 115  50201  3907  64.70 346.65  64.31  74.77  21.99
WIC_2001_1111_02:01:17   38  92  45687  2429  58.82 307.10  65.45  34.18  23.66
WIC_2001_1111_10:25:30   43  66  45215  3592  71.09 221.70  72.85 265.39  23.70
WIC_2001_1111_16:25:50   76  90  44893  2440  73.73 107.03  68.01 178.47  23.84
